"","activity","gender","year","age_group","amount"
"587","needs assessment and service coordination team","Male",2002,"60–",103
"588","needs assessment and service coordination team","Male",2002,"60–",73
"589","needs assessment and service coordination team","Male",2002,"65–",57
"590","needs assessment and service coordination team","Male",2002,"70–",31
"591","needs assessment and service coordination team","Male",2002,"75–",25
"592","needs assessment and service coordination team","Male",2002,"80–",8
"593","needs assessment and service coordination team","Male",2002,"85+",8
"594","needs assessment and service coordination team","Male",2002,"85+",1
"595","needs assessment and service coordination team","Female",2002,"0–",0
"596","needs assessment and service coordination team","Female",2002,"10–",19
"597","needs assessment and service coordination team","Female",2002,"15–",33
"598","needs assessment and service coordination team","Female",2002,"20–",58
"599","needs assessment and service coordination team","Female",2002,"25–",98
"600","needs assessment and service coordination team","Female",2002,"30–",144
"601","needs assessment and service coordination team","Female",2002,"35–",182
"602","needs assessment and service coordination team","Female",2002,"40–",212
"603","needs assessment and service coordination team","Female",2002,"40–",168
"604","needs assessment and service coordination team","Female",2002,"50–",129
"605","needs assessment and service coordination team","Female",2002,"60–",134
"606","needs assessment and service coordination team","Female",2002,"60–",98
"607","needs assessment and service coordination team","Female",2002,"65–",67
"608","needs assessment and service coordination team","Female",2002,"70–",37
"609","needs assessment and service coordination team","Female",2002,"75–",21
"610","needs assessment and service coordination team","Female",2002,"80–",23
"611","needs assessment and service coordination team","Female",2002,"85+",5
"612","needs assessment and service coordination team","Female",2002,"85+",2
"613","specialist psychotherapy team","Male",2002,"0–",0
"614","specialist psychotherapy team","Male",2002,"10–",4
"615","specialist psychotherapy team","Male",2002,"15–",7
"616","specialist psychotherapy team","Male",2002,"20–",10
"617","specialist psychotherapy team","Male",2002,"25–",17
"618","specialist psychotherapy team","Male",2002,"30–",14
"619","specialist psychotherapy team","Male",2002,"35–",20
"620","specialist psychotherapy team","Male",2002,"40–",28
"621","specialist psychotherapy team","Male",2002,"40–",22
"622","specialist psychotherapy team","Male",2002,"50–",16
"623","specialist psychotherapy team","Male",2002,"60–",10
"624","specialist psychotherapy team","Male",2002,"60–",14
"625","specialist psychotherapy team","Male",2002,"65–",10
"626","specialist psychotherapy team","Male",2002,"70–",1
"627","specialist psychotherapy team","Male",2002,"75–",0
"628","specialist psychotherapy team","Male",2002,"80–",0
"629","specialist psychotherapy team","Male",2002,"85+",0
"630","specialist psychotherapy team","Male",2002,"85+",0
"631","specialist psychotherapy team","Female",2002,"0–",0
"632","specialist psychotherapy team","Female",2002,"10–",2
"633","specialist psychotherapy team","Female",2002,"15–",5
"634","specialist psychotherapy team","Female",2002,"20–",10
"635","specialist psychotherapy team","Female",2002,"25–",22
"636","specialist psychotherapy team","Female",2002,"30–",21
"637","specialist psychotherapy team","Female",2002,"35–",34
"638","specialist psychotherapy team","Female",2002,"40–",37
"639","specialist psychotherapy team","Female",2002,"40–",29
"640","specialist psychotherapy team","Female",2002,"50–",24
"641","specialist psychotherapy team","Female",2002,"60–",12
"642","specialist psychotherapy team","Female",2002,"60–",7
"643","specialist psychotherapy team","Female",2002,"65–",5
"644","specialist psychotherapy team","Female",2002,"70–",0
"645","specialist psychotherapy team","Female",2002,"75–",0
"646","specialist psychotherapy team","Female",2002,"80–",0
"647","specialist psychotherapy team","Female",2002,"85+",0
"648","specialist psychotherapy team","Female",2002,"85+",0
"649","refugee team","Male",2002,"0–",0
"650","refugee team","Male",2002,"10–",0
"651","refugee team","Male",2002,"15–",0
"652","refugee team","Male",2002,"20–",0
"653","refugee team","Male",2002,"25–",0
"654","refugee team","Male",2002,"30–",0
"655","refugee team","Male",2002,"35–",5
"656","refugee team","Male",2002,"40–",0
"657","refugee team","Male",2002,"40–",0
"658","refugee team","Male",2002,"50–",0
"659","refugee team","Male",2002,"60–",0
"660","refugee team","Male",2002,"60–",0
"661","refugee team","Male",2002,"65–",0
"662","refugee team","Male",2002,"70–",0
"663","refugee team","Male",2002,"75–",0
"664","refugee team","Male",2002,"80–",0
"665","refugee team","Male",2002,"85+",0
"666","refugee team","Male",2002,"85+",0
"667","refugee team","Female",2002,"0–",0
"668","refugee team","Female",2002,"10–",0
"669","refugee team","Female",2002,"15–",0
"670","refugee team","Female",2002,"20–",0
"671","refugee team","Female",2002,"25–",2
"672","refugee team","Female",2002,"30–",1
"673","refugee team","Female",2002,"35–",1
"674","refugee team","Female",2002,"40–",0
"675","refugee team","Female",2002,"40–",1
"676","refugee team","Female",2002,"50–",0
"677","refugee team","Female",2002,"60–",0
"678","refugee team","Female",2002,"60–",1
"679","refugee team","Female",2002,"65–",0
"680","refugee team","Female",2002,"70–",1
"681","refugee team","Female",2002,"75–",0
"682","refugee team","Female",2002,"80–",0
"683","refugee team","Female",2002,"85+",0
"684","refugee team","Female",2002,"85+",0
"685","children and youth, alcohol and drug services","Male",2002,"0–",0
"686","children and youth, alcohol and drug services","Male",2002,"10–",0
"687","children and youth, alcohol and drug services","Male",2002,"15–",9
"688","children and youth, alcohol and drug services","Male",2002,"20–",43
"689","children and youth, alcohol and drug services","Male",2002,"25–",2
"690","children and youth, alcohol and drug services","Male",2002,"30–",0
"691","children and youth, alcohol and drug services","Male",2002,"35–",0
"692","children and youth, alcohol and drug services","Male",2002,"40–",0
"693","children and youth, alcohol and drug services","Male",2002,"40–",0
"694","children and youth, alcohol and drug services","Male",2002,"50–",0
"695","children and youth, alcohol and drug services","Male",2002,"60–",0
"696","children and youth, alcohol and drug services","Male",2002,"60–",0
"697","children and youth, alcohol and drug services","Male",2002,"65–",0
"698","children and youth, alcohol and drug services","Male",2002,"70–",0
"699","children and youth, alcohol and drug services","Male",2002,"75–",0
"700","children and youth, alcohol and drug services","Male",2002,"80–",0
"701","children and youth, alcohol and drug services","Male",2002,"85+",0
"702","children and youth, alcohol and drug services","Male",2002,"85+",0
"703","children and youth, alcohol and drug services","Female",2002,"0–",0
"704","children and youth, alcohol and drug services","Female",2002,"10–",0
"705","children and youth, alcohol and drug services","Female",2002,"15–",4
"706","children and youth, alcohol and drug services","Female",2002,"20–",18
"707","children and youth, alcohol and drug services","Female",2002,"25–",0
"708","children and youth, alcohol and drug services","Female",2002,"30–",0
"709","children and youth, alcohol and drug services","Female",2002,"35–",0
"710","children and youth, alcohol and drug services","Female",2002,"40–",0
"711","children and youth, alcohol and drug services","Female",2002,"40–",0
"712","children and youth, alcohol and drug services","Female",2002,"50–",0
"713","children and youth, alcohol and drug services","Female",2002,"60–",0
"714","children and youth, alcohol and drug services","Female",2002,"60–",0
"715","children and youth, alcohol and drug services","Female",2002,"65–",0
"716","children and youth, alcohol and drug services","Female",2002,"70–",0
"717","children and youth, alcohol and drug services","Female",2002,"75–",0
"718","children and youth, alcohol and drug services","Female",2002,"80–",0
"719","children and youth, alcohol and drug services","Female",2002,"85+",0
"720","children and youth, alcohol and drug services","Female",2002,"85+",0
"721","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"0–",3
"722","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"10–",7
"723","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"15–",10
"724","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"20–",5
"725","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"25–",0
"726","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"30–",0
"727","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"35–",0
"728","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"40–",0
"729","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"40–",0
"730","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"50–",0
"731","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"60–",0
"732","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"60–",0
"733","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"65–",0
"734","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"70–",0
"735","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"75–",0
"736","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"80–",0
"737","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"85+",0
"738","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"85+",0
"739","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"0–",0
"740","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"10–",4
"741","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"15–",4
"742","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"20–",1
"743","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"25–",0
"744","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"30–",0
"745","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"35–",0
"746","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"40–",0
"747","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"40–",0
"748","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"50–",0
"749","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2002,"60–",0
