"","activity","gender","year","age_group","amount"
"565","eating disorder team","Female",2002,"30–34",22
"566","eating disorder team","Female",2002,"35–39",22
"567","eating disorder team","Female",2002,"40–44",14
"568","eating disorder team","Female",2002,"45–49",5
"569","eating disorder team","Female",2002,"50–54",3
"570","eating disorder team","Female",2002,"55–59",1
"571","eating disorder team","Female",2002,"60–64",0
"572","eating disorder team","Female",2002,"65–69",0
"573","eating disorder team","Female",2002,"70–74",0
"574","eating disorder team","Female",2002,"75–79",0
"575","eating disorder team","Female",2002,"80–84",0
"576","eating disorder team","Female",2002,"85+",1
"577","needs assessment and service coordination team","Male",2002,"0–4",3
"578","needs assessment and service coordination team","Male",2002,"5–9",69
"579","needs assessment and service coordination team","Male",2002,"10–14",122
"580","needs assessment and service coordination team","Male",2002,"15–19",78
"581","needs assessment and service coordination team","Male",2002,"20–24",180
"582","needs assessment and service coordination team","Male",2002,"25–29",207
"583","needs assessment and service coordination team","Male",2002,"30–34",218
"584","needs assessment and service coordination team","Male",2002,"35–39",205
"585","needs assessment and service coordination team","Male",2002,"40–44",148
"586","needs assessment and service coordination team","Male",2002,"45–49",124
"587","needs assessment and service coordination team","Male",2002,"50–54",103
"588","needs assessment and service coordination team","Male",2002,"55–59",73
"589","needs assessment and service coordination team","Male",2002,"60–64",57
"590","needs assessment and service coordination team","Male",2002,"65–69",31
"591","needs assessment and service coordination team","Male",2002,"70–74",25
"592","needs assessment and service coordination team","Male",2002,"75–79",8
"593","needs assessment and service coordination team","Male",2002,"80–84",8
"594","needs assessment and service coordination team","Male",2002,"85+",1
"595","needs assessment and service coordination team","Female",2002,"0–4",0
"596","needs assessment and service coordination team","Female",2002,"5–9",19
"597","needs assessment and service coordination team","Female",2002,"10–14",33
"598","needs assessment and service coordination team","Female",2002,"15–19",58
"599","needs assessment and service coordination team","Female",2002,"20–24",98
"600","needs assessment and service coordination team","Female",2002,"25–29",144
"601","needs assessment and service coordination team","Female",2002,"30–34",182
"602","needs assessment and service coordination team","Female",2002,"35–39",212
"603","needs assessment and service coordination team","Female",2002,"40–44",168
"604","needs assessment and service coordination team","Female",2002,"45–49",129
"605","needs assessment and service coordination team","Female",2002,"50–54",134
"606","needs assessment and service coordination team","Female",2002,"55–59",98
"607","needs assessment and service coordination team","Female",2002,"60–64",67
"608","needs assessment and service coordination team","Female",2002,"65–69",37
"609","needs assessment and service coordination team","Female",2002,"70–74",21
"610","needs assessment and service coordination team","Female",2002,"75–79",23
"611","needs assessment and service coordination team","Female",2002,"80–84",5
"612","needs assessment and service coordination team","Female",2002,"85+",2
"613","specialist psychotherapy team","Male",2002,"0–4",0
"614","specialist psychotherapy team","Male",2002,"5–9",4
"615","specialist psychotherapy team","Male",2002,"10–14",7
"616","specialist psychotherapy team","Male",2002,"15–19",10
"617","specialist psychotherapy team","Male",2002,"20–24",17
"618","specialist psychotherapy team","Male",2002,"25–29",14
"619","specialist psychotherapy team","Male",2002,"30–34",20
"620","specialist psychotherapy team","Male",2002,"35–39",28
"621","specialist psychotherapy team","Male",2002,"40–44",22
"622","specialist psychotherapy team","Male",2002,"45–49",16
"623","specialist psychotherapy team","Male",2002,"50–54",10
"624","specialist psychotherapy team","Male",2002,"55–59",14
"625","specialist psychotherapy team","Male",2002,"60–64",10
"626","specialist psychotherapy team","Male",2002,"65–69",1
"627","specialist psychotherapy team","Male",2002,"70–74",0
"628","specialist psychotherapy team","Male",2002,"75–79",0
"629","specialist psychotherapy team","Male",2002,"80–84",0
"630","specialist psychotherapy team","Male",2002,"85+",0
"631","specialist psychotherapy team","Female",2002,"0–4",0
"632","specialist psychotherapy team","Female",2002,"5–9",2
"633","specialist psychotherapy team","Female",2002,"10–14",5
"634","specialist psychotherapy team","Female",2002,"15–19",10
"635","specialist psychotherapy team","Female",2002,"20–24",22
"636","specialist psychotherapy team","Female",2002,"25–29",21
"637","specialist psychotherapy team","Female",2002,"30–34",34
"638","specialist psychotherapy team","Female",2002,"35–39",37
"639","specialist psychotherapy team","Female",2002,"40–44",29
"640","specialist psychotherapy team","Female",2002,"45–49",24
"641","specialist psychotherapy team","Female",2002,"50–54",12
"642","specialist psychotherapy team","Female",2002,"55–59",7
"643","specialist psychotherapy team","Female",2002,"60–64",5
"644","specialist psychotherapy team","Female",2002,"65–69",0
"645","specialist psychotherapy team","Female",2002,"70–74",0
"646","specialist psychotherapy team","Female",2002,"75–79",0
"647","specialist psychotherapy team","Female",2002,"80–84",0
"648","specialist psychotherapy team","Female",2002,"85+",0
"649","refugee team","Male",2002,"0–4",0
"650","refugee team","Male",2002,"5–9",0
"651","refugee team","Male",2002,"10–14",0
"652","refugee team","Male",2002,"15–19",0
"653","refugee team","Male",2002,"20–24",0
"654","refugee team","Male",2002,"25–29",0
"655","refugee team","Male",2002,"30–34",5
"656","refugee team","Male",2002,"35–39",0
"657","refugee team","Male",2002,"40–44",0
"658","refugee team","Male",2002,"45–49",0
"659","refugee team","Male",2002,"50–54",0
"660","refugee team","Male",2002,"55–59",0
"661","refugee team","Male",2002,"60–64",0
"662","refugee team","Male",2002,"65–69",0
"663","refugee team","Male",2002,"70–74",0
"664","refugee team","Male",2002,"75–79",0
"665","refugee team","Male",2002,"80–84",0
"666","refugee team","Male",2002,"85+",0
"667","refugee team","Female",2002,"0–4",0
"668","refugee team","Female",2002,"5–9",0
"669","refugee team","Female",2002,"10–14",0
"670","refugee team","Female",2002,"15–19",0
"671","refugee team","Female",2002,"20–24",2
"672","refugee team","Female",2002,"25–29",1
"673","refugee team","Female",2002,"30–34",1
"674","refugee team","Female",2002,"35–39",0
"675","refugee team","Female",2002,"40–44",1
"676","refugee team","Female",2002,"45–49",0
"677","refugee team","Female",2002,"50–54",0
"678","refugee team","Female",2002,"55–59",1
"679","refugee team","Female",2002,"60–64",0
"680","refugee team","Female",2002,"65–69",1
"681","refugee team","Female",2002,"70–74",0
"682","refugee team","Female",2002,"75–79",0
"683","refugee team","Female",2002,"80–84",0
"684","refugee team","Female",2002,"85+",0
"685","children and youth, alcohol and drug services","Male",2002,"0–4",0
"686","children and youth, alcohol and drug services","Male",2002,"5–9",0
"687","children and youth, alcohol and drug services","Male",2002,"10–14",9
"688","children and youth, alcohol and drug services","Male",2002,"15–19",43
"689","children and youth, alcohol and drug services","Male",2002,"20–24",2
"690","children and youth, alcohol and drug services","Male",2002,"25–29",0
"691","children and youth, alcohol and drug services","Male",2002,"30–34",0
"692","children and youth, alcohol and drug services","Male",2002,"35–39",0
"693","children and youth, alcohol and drug services","Male",2002,"40–44",0
"694","children and youth, alcohol and drug services","Male",2002,"45–49",0
"695","children and youth, alcohol and drug services","Male",2002,"50–54",0
"696","children and youth, alcohol and drug services","Male",2002,"55–59",0
"697","children and youth, alcohol and drug services","Male",2002,"60–64",0
"698","children and youth, alcohol and drug services","Male",2002,"65–69",0
"699","children and youth, alcohol and drug services","Male",2002,"70–74",0
"700","children and youth, alcohol and drug services","Male",2002,"75–79",0
"701","children and youth, alcohol and drug services","Male",2002,"80–84",0
"702","children and youth, alcohol and drug services","Male",2002,"85+",0
"703","children and youth, alcohol and drug services","Female",2002,"0–4",0
"704","children and youth, alcohol and drug services","Female",2002,"5–9",0
"705","children and youth, alcohol and drug services","Female",2002,"10–14",4
"706","children and youth, alcohol and drug services","Female",2002,"15–19",18
"707","children and youth, alcohol and drug services","Female",2002,"20–24",0
"708","children and youth, alcohol and drug services","Female",2002,"25–29",0
"709","children and youth, alcohol and drug services","Female",2002,"30–34",0
"710","children and youth, alcohol and drug services","Female",2002,"35–39",0
"711","children and youth, alcohol and drug services","Female",2002,"40–44",0
"712","children and youth, alcohol and drug services","Female",2002,"45–49",0
"713","children and youth, alcohol and drug services","Female",2002,"50–54",0
"714","children and youth, alcohol and drug services","Female",2002,"55–59",0
"715","children and youth, alcohol and drug services","Female",2002,"60–64",0
"716","children and youth, alcohol and drug services","Female",2002,"65–69",0
"717","children and youth, alcohol and drug services","Female",2002,"70–74",0
"718","children and youth, alcohol and drug services","Female",2002,"75–79",0
"719","children and youth, alcohol and drug services","Female",2002,"80–84",0
"720","children and youth, alcohol and drug services","Female",2002,"85+",0
"721","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"0–4",3
"722","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"5–9",7
"723","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"10–14",10
"724","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"15–19",5
"725","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"20–24",0
"726","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"25–29",0
"727","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"30–34",0
"728","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"35–39",0
"729","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"40–44",0
"730","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"45–49",0
"731","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"50–54",0
"732","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"55–59",0
"733","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"60–64",0
"734","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"65–69",0
"735","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"70–74",0
"736","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"75–79",0
"737","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2002,"80–84",0
